01,4798,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],0.0,0.0,42.30713,98.9209,
09,9576,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.86005,116.08856,40.34671,116.58651,
09,8282,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],30.82958,104.17073,39.95412,116.56355,
09,8098,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],30.82949,104.17074,41.37657,116.58655,
09,8407,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.79014,115.81941,40.48094,116.85456,
09,6428,6,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-08'],39.79499,116.26791,40.47119,116.85268,
09,7060,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.80678,116.06659,39.97219,116.4453,
09,7946,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],38.68072,115.55396,40.07978,116.72734,
09,8700,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.75483,116.09244,40.01995,116.99926,
09,8521,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],31.18589,115.92073,40.01724,117.73367,
09,7494,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.76796,116.19805,40.07843,116.88281,
09,7860,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.73631,116.22968,40.09571,116.6275,
09,9985,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],25.17144,104.17102,40.10403,116.58658,
09,10139,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.7913,116.21918,40.04682,116.79627,
09,8519,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.80899,116.25426,40.20902,117.11013,
09,6480,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.80228,116.30561,40.07938,116.59397,
09,7391,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.83468,116.09228,40.07884,116.68801,
09,7878,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.74705,116.06274,39.98537,116.54751,
09,7832,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.79396,116.22502,40.07905,116.587,
09,6470,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.85012,115.94819,40.54471,116.51959,
09,7364,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.88302,116.28436,39.99604,116.4538,
09,8740,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.79605,116.1665,40.31149,117.2579,
09,8675,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.81215,116.26398,40.12542,116.7439,
09,8827,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.82917,116.25848,40.06376,116.52734,
09,8163,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],37.8383,111.07394,40.43156,116.70931,
09,8810,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.86551,116.14821,40.10684,116.48331,
09,7265,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.66347,115.94041,40.07904,116.62623,
09,9413,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],37.03763,116.17056,40.11626,98.92093,
09,9909,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.75449,116.16328,46.32169,124.96103,
09,9549,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.77735,116.22401,40.07792,116.65281,
09,7286,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.84305,116.17141,40.01227,116.50881,
09,9645,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.76166,116.18518,40.07952,116.58394,
09,9270,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],35.06264,116.3176,40.07847,117.18475,
09,6619,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.8554,116.20945,40.22241,116.58787,
09,8097,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.78624,116.27724,40.15206,117.09668,
09,7466,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.7617,116.12987,40.07934,116.58748,
09,7591,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],0.0,116.12679,40.07753,116.58732,
09,7786,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.8167,116.29527,40.40516,116.95645,
09,7038,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],29.525,103.43244,40.06067,116.48172,
09,9435,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.50984,116.23819,40.07986,116.70504,
09,9020,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.0911,116.23562,39.99287,116.51317,
09,9405,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.79139,116.2608,40.17698,117.22243,
09,9605,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.80643,116.12554,40.60787,117.00586,
09,10024,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.55557,109.5342,40.15081,116.76382,
09,8203,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.75703,116.24723,40.0204,116.93878,
09,9268,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.82638,116.27858,40.00504,116.70696,
09,6179,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.71194,116.24703,40.07959,116.87794,
09,9911,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.86658,116.30151,40.38256,116.84864,
09,9904,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.72023,116.06915,40.08244,116.58742,
09,10275,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],36.86503,116.07527,40.14326,118.73998,
09,9218,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.59337,115.73822,40.0133,116.6799,
09,9797,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.81267,116.16294,40.07919,116.59065,
09,9855,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.55561,116.00814,40.08433,116.58286,
09,8491,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],25.17141,108.53996,40.16016,116.62004,
09,6686,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.78321,116.19266,40.5999,117.14394,
09,9203,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.07641,116.277,40.07733,116.58598,
09,8033,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.74837,116.16806,40.0321,116.48302,
09,7703,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.79892,116.2549,40.03065,116.58539,
09,8703,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.80712,116.15249,40.08081,116.62557,
09,7605,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],29.7447,106.55466,40.07709,116.58666,
09,9133,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.59092,116.02293,40.07744,116.58667,
09,8960,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],30.65291,111.13725,40.57338,117.69091,
09,7046,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.68751,116.2129,40.49992,116.5864,
09,9333,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.83125,116.29303,40.20156,116.6731,
09,9520,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.77397,115.95188,40.58603,17.66767,
09,7953,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.67839,116.29365,40.1632,117.26226,
09,8429,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.82278,116.12918,40.53617,117.21859,
09,8386,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],31.19262,115.97199,40.59378,116.48003,
09,9392,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],35.06264,116.15362,40.31664,117.1847,
09,7693,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.23889,116.21384,40.15672,117.13682,
09,6026,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.51692,115.94495,40.03935,116.70184,
09,10088,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.83232,116.31394,40.11828,117.16273,
09,8235,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.75251,116.13646,40.07883,116.58722,
09,6266,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.64619,116.13497,40.07815,116.64973,
09,9243,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],29.92698,107.41304,40.12882,116.52017,
09,9051,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.83928,116.06438,40.21734,117.30786,
09,8718,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.84567,115.73674,40.58319,116.5889,
09,9272,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],19.53648,109.53415,40.25995,116.6317,
09,9195,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.84551,116.2555,40.59964,117.1437,
09,8929,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.63219,116.073,40.11574,116.65611,
09,7920,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.83004,115.94744,40.69864,116.83479,
09,9228,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.90784,116.38871,39.93221,116.4351,
09,7069,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.78788,107.96633,40.17664,116.98224,
09,9025,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.56058,115.90434,40.07651,116.58386,
09,9547,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.81308,116.24033,40.20792,116.88137,
09,8184,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.6653,116.11847,40.07997,116.5878,
09,6556,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],28.0175,115.94028,40.69855,116.63765,
09,9899,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.73379,116.17857,40.07999,116.81601,
09,9674,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],30.99185,116.34691,39.97979,121.21523,
09,9913,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.64438,116.21942,40.07811,116.52066,
09,8653,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],28.4687,108.94394,40.16071,117.10952,
09,8218,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.49074,116.00944,40.07844,116.69974,
09,6817,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.82935,116.19143,40.48439,117.08121,
09,6161,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.85129,116.30338,40.19556,117.21394,
09,7315,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.83092,116.10736,40.07895,116.58644,
09,9248,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],30.82885,104.17027,40.06427,116.57824,
09,7622,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.79102,116.12116,39.99205,116.68951,
09,7281,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.79821,116.21009,40.10583,116.65117,
09,8879,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.83764,116.20799,40.38977,116.91179,
09,8205,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.66223,116.18807,40.07974,116.63258,
09,7676,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],33.7683,116.14862,40.24985,120.26778,
09,9347,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.73475,116.13868,40.11682,116.58677,
09,9363,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.82931,116.26906,39.98872,116.48342,
09,10308,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.14009,115.71443,40.13142,116.83258,
09,8651,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.73018,116.23958,40.04462,116.66331,
09,9101,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.77214,116.19897,40.27506,117.04387,
09,8723,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.65139,116.1829,39.98446,116.61227,
09,6035,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],35.06268,115.99235,40.00685,117.18469,
09,6506,6,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07'],27.40672,101.63526,40.07694,116.58644,
09,10028,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.77907,116.25911,40.01528,116.50289,
09,7227,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.82447,116.19149,40.59395,116.84272,
09,6975,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.82044,116.24719,40.3811,116.93185,
09,7473,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],30.71884,111.78875,40.46985,117.49248,
09,10072,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.89562,116.2151,40.07273,116.52035,
09,7770,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.86728,116.10065,40.08527,116.58659,
09,6835,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.23253,115.86382,40.07919,116.58659,
09,6376,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.64895,104.17066,40.08299,116.67756,
09,9194,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.63074,115.94444,39.96641,116.53752,
09,9294,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.76515,116.30116,40.07736,116.67224,
09,9726,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.77393,116.18066,40.24098,116.77339,
09,6894,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.72561,116.21302,40.00738,116.5513,
09,6916,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],31.95295,108.49256,40.10668,116.6498,
09,8159,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.84831,116.08596,39.98653,116.45481,
09,8269,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],19.5365,109.53417,40.19168,117.11626,
09,9900,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.74654,116.13589,40.07998,116.63271,
09,9044,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.78159,116.26727,40.19793,117.6597,
09,6547,6,['2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.73527,116.16506,40.00835,116.58896,
09,9951,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.78346,116.17271,40.3929,116.74305,
09,9512,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.77227,116.26915,40.07692,116.68812,
09,6158,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],29.52498,103.43245,40.82026,117.1847,
09,7171,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.7489,116.16159,40.10508,116.89245,
09,9295,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.7944,116.20284,40.07883,116.58671,
09,9371,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.83158,116.23357,40.38452,116.99073,
09,6968,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.86096,116.27773,40.39486,116.88034,
09,9453,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.86168,116.30693,40.0793,116.58282,
09,7476,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.84688,116.21963,40.15165,116.87835,
09,8609,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],19.53647,109.53417,40.00526,116.53914,
09,10168,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.78209,116.19854,40.72133,117.3025,
09,7531,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.75387,116.282,40.07868,116.58663,
09,7147,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],0.0,116.10579,40.07991,121.02485,
09,8919,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],0.0,0.0,40.42099,116.58386,
09,9016,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.72191,116.29992,40.10681,116.63665,
09,6477,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.84124,116.09298,40.0914,116.8128,
09,9551,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.84609,116.12473,40.24726,116.64787,
09,6147,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.76546,116.19069,40.07917,116.91246,
09,9977,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.6863,116.21991,40.15265,117.08815,
09,9624,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.53823,116.26791,39.97557,116.48006,
09,6169,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.76625,116.27943,40.14918,116.82617,
09,7564,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.74707,116.28358,40.07869,116.58771,
09,6516,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.0704,116.28173,40.51214,117.26592,
09,8706,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.84432,116.24529,40.13981,116.9948,
09,8563,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.61452,115.88211,40.06067,116.48402,
09,6463,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.83492,116.2206,40.10851,116.58661,
09,8598,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.7566,116.15512,40.0795,116.58658,
09,10183,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.80224,116.18943,40.07795,116.51105,
09,8215,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.62105,116.18672,40.0789,116.58743,
09,9865,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.78943,116.19135,40.06244,116.48324,
09,6695,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.81604,116.21069,40.14397,117.11687,
09,8043,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],29.74469,116.31625,40.07945,116.88631,
09,7194,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.86811,116.22526,40.58372,117.22413,
09,7271,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],0.0,0.0,40.19054,116.58757,
09,9986,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.79393,116.25674,40.0796,116.8391,
09,7793,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.72093,116.28882,40.04983,116.80337,
09,8945,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],37.34088,115.40874,40.0353,116.96895,
09,9552,7,['2008-02-02', '2008-02-03', '2008-02-04', '2008-02-05', '2008-02-06', '2008-02-07', '2008-02-08'],39.79607,116.25856,40.07872,116.60296,
